config	inst	time	count	best	spr	hv	gd	
nsga5k2x	I3	187995	33	1	0.5784	0.3962	0.0236	
nsga5k2x	I3	189479	36	0	0.6235	0.3766	0.0266	
nsga5k2x	I3	190456	34	5	0.6034	0.4391	0.0246	
nsga5k2x	I3	189424	39	0	0.8194	0.3316	0.0531	
nsga5k2x	I3	189074	28	0	0.6460	0.3882	0.0426	
nsga5k2x	I3	188059	37	0	0.6608	0.3871	0.0262	
nsga5k2x	I3	187895	38	3	0.6736	0.3932	0.0282	
nsga5k2x	I3	189693	37	0	0.7494	0.3290	0.0403	
nsga5k2x	I3	191460	27	0	0.6933	0.3539	0.0381	
nsga5k2x	I3	190769	32	0	0.6413	0.3378	0.0379	
nsga5k2x	I3	189658	29	1	0.6332	0.3646	0.0304	
nsga5k2x	I3	189160	33	1	0.5092	0.3701	0.0257	
nsga5k2x	I3	190341	27	3	0.7376	0.4104	0.0318	
nsga5k2x	I3	190279	37	0	0.9300	0.3599	0.0827	
nsga5k2x	I3	189364	36	0	0.5212	0.3356	0.0313	
nsga5k2x	I3	187301	30	0	0.6799	0.3534	0.0376	
nsga5k2x	I3	189444	34	1	0.7377	0.3577	0.0383	
nsga5k2x	I3	190836	37	0	0.6386	0.3527	0.0319	
nsga5k2x	I3	189518	35	0	0.6901	0.3590	0.0352	
nsga5k2x	I3	189362	23	2	0.5579	0.4171	0.0308	
nsga5k2x	I3	189677	34	0	0.8125	0.3285	0.0434	
nsga5k2x	I3	191300	27	1	0.9552	0.3935	0.1230	
nsga5k2x	I3	190597	38	1	0.9945	0.3808	0.0613	
nsga5k2x	I3	190413	37	0	0.8316	0.3552	0.0417	
nsga5k2x	I3	189026	33	2	0.4709	0.4226	0.0193	
nsga5k2x	I3	189686	35	1	0.8416	0.3388	0.0349	
nsga5k2x	I3	189726	27	2	0.7253	0.3996	0.0276	
nsga5k2x	I3	188938	21	5	0.6731	0.4855	0.0391	
nsga5k2x	I3	189686	29	2	0.6836	0.4366	0.0308	
nsga5k2x	I3	190076	34	0	0.8083	0.3714	0.0358	
nsga5k2x	I3	188481	36	1	0.6638	0.3984	0.0228	
nsga5k2x	I3	187681	32	5	0.6140	0.4295	0.0259	
nsga5k2x	I3	190813	36	2	0.5796	0.3931	0.0202	
nsga5k2x	I3	189185	39	1	0.6533	0.3565	0.0305	
nsga5k2x	I3	188890	35	0	0.7005	0.3575	0.0279	
nsga5k2x	I3	190281	28	0	0.8798	0.3702	0.0739	
nsga5k2x	I3	188286	33	3	0.8392	0.3954	0.0560	
nsga5k2x	I4	72379	55	1	0.5804	0.4739	0.0095	
nsga5k2x	I4	71651	54	1	0.5846	0.4802	0.0073	
nsga5k2x	I4	71548	56	1	0.6238	0.4657	0.0081	
nsga5k2x	I4	71812	63	1	0.6148	0.4787	0.0077	
nsga5k2x	I4	71838	56	6	0.5949	0.4881	0.0068	
nsga5k2x	I4	71590	53	3	0.5922	0.4762	0.0070	
nsga5k2x	I4	71691	75	0	0.5626	0.4710	0.0069	
nsga5k2x	I4	71746	59	1	0.6523	0.4930	0.0058	
nsga5k2x	I4	71978	59	2	0.6879	0.4912	0.0066	
nsga5k2x	I4	71468	54	1	0.5001	0.4898	0.0063	
nsga5k2x	I4	71754	66	1	0.6755	0.4738	0.0067	
nsga5k2x	I4	71674	61	2	0.6194	0.4804	0.0063	
nsga5k2x	I4	72129	62	0	0.6375	0.4746	0.0071	
nsga5k2x	I4	71567	67	0	0.6214	0.4617	0.0080	
nsga5k2x	I4	71796	67	4	0.6387	0.4885	0.0059	
nsga5k2x	I4	71706	65	2	0.6117	0.4930	0.0060	
nsga5k2x	I4	71921	68	2	0.6279	0.4703	0.0083	
nsga5k2x	I4	71727	54	6	0.5949	0.5043	0.0064	
nsga5k2x	I4	71697	58	0	0.5754	0.4627	0.0090	
nsga5k2x	I4	72019	55	2	0.6410	0.4816	0.0074	
nsga5k2x	I4	71715	60	3	0.5669	0.4784	0.0065	
nsga5k2x	I4	72021	67	1	0.6068	0.4842	0.0058	
nsga5k2x	I4	71743	74	2	0.6221	0.4887	0.0052	
nsga5k2x	I4	71587	72	3	0.5754	0.4907	0.0054	
