config	inst	time	count	best	spr	hv	
nsga10k2x	I1	336351	70	3	0.6455	0.4524	
nsga10k2x	I1	336206	74	1	0.6000	0.4229	
nsga10k2x	I1	336870	69	0	0.6533	0.4341	
nsga10k2x	I1	336949	65	1	0.6013	0.4355	
nsga10k2x	I1	336428	67	0	0.6270	0.4337	
nsga10k2x	I1	335987	63	2	0.6614	0.4379	
nsga10k2x	I1	335806	64	5	0.5902	0.4299	
nsga10k2x	I1	335329	74	5	0.6240	0.4481	
nsga10k2x	I1	336710	53	5	0.6520	0.4546	
nsga10k2x	I1	336770	71	1	0.6303	0.4352	
nsga10k2x	I1	338084	61	3	0.6145	0.4466	
nsga10k2x	I1	337088	71	1	0.6212	0.4182	
nsga10k2x	I1	338330	68	6	0.6231	0.4483	
nsga10k2x	I1	337431	63	2	0.6137	0.4371	
nsga10k2x	I1	337001	68	0	0.5843	0.4233	
nsga10k2x	I1	336974	61	0	0.6065	0.4348	
nsga10k2x	I1	337799	58	0	0.6095	0.4428	
nsga10k2x	I1	336136	64	1	0.5839	0.4352	
nsga10k2x	I1	337776	59	2	0.5859	0.4443	
nsga10k2x	I1	337381	66	10	0.6099	0.4597	
nsga10k2x	I1	337263	67	2	0.6912	0.4440	
nsga10k2x	I1	337180	67	3	0.7135	0.4384	
nsga10k2x	I1	336942	61	4	0.6958	0.4422	
nsga10k2x	I1	338105	72	0	0.6125	0.4350	
nsga10k2x	I1	339248	70	0	0.5884	0.4419	
nsga10k2x	I1	337282	52	1	0.5596	0.4303	
nsga10k2x	I1	337709	57	1	0.6323	0.4370	
nsga10k2x	I1	338419	55	1	0.5815	0.4365	
nsga10k2x	I1	336475	60	2	0.6595	0.4462	
nsga10k2x	I1	338653	56	5	0.6755	0.4543	
nsga10k2x	I1	338967	68	0	0.5099	0.4202	
nsga10k2x	I1	337525	79	1	0.6208	0.4430	
nsga10k2x	I1	338038	59	2	0.6042	0.4327	
nsga10k2x	I1	338170	49	1	0.7148	0.4422	
nsga10k2x	I1	337573	53	3	0.6289	0.4538	
nsga10k2x	I1	337510	65	3	0.6392	0.4434	
nsga10k2x	I2	390928	49	1	0.6961	0.5057	
nsga10k2x	I2	394033	30	2	0.6696	0.5102	
nsga10k2x	I2	393673	37	2	0.6375	0.4875	
nsga10k2x	I2	394805	37	2	0.7956	0.4932	
nsga10k2x	I2	394249	42	1	0.5811	0.4976	
nsga10k2x	I2	393833	50	1	0.6496	0.4720	
nsga10k2x	I2	393754	27	5	0.5881	0.5206	
nsga10k2x	I2	394728	40	1	0.7505	0.4817	
nsga10k2x	I2	393494	41	1	0.8522	0.4969	
nsga10k2x	I2	394001	37	1	0.6601	0.4871	
nsga10k2x	I2	393676	43	0	0.7050	0.5022	
nsga10k2x	I2	394099	42	1	0.5933	0.5052	
nsga10k2x	I2	393241	40	2	0.7871	0.4986	
nsga10k2x	I2	393631	32	1	0.6260	0.5144	
nsga10k2x	I2	393323	30	3	0.6227	0.5097	
nsga10k2x	I2	394132	26	2	0.6086	0.5091	
nsga10k2x	I2	393597	38	1	0.8381	0.4925	
nsga10k2x	I2	393647	40	0	0.6934	0.4637	
nsga10k2x	I2	393800	36	0	0.6519	0.4938	
nsga10k2x	I2	394753	33	2	0.5240	0.4896	
nsga10k2x	I2	394124	35	1	0.6907	0.4905	
nsga10k2x	I2	393607	34	1	0.6367	0.4944	
nsga10k2x	I2	394113	39	1	0.6268	0.5076	
nsga10k2x	I2	393863	33	0	0.6385	0.4736	
nsga10k2x	I2	393300	35	0	0.6149	0.4791	
nsga10k2x	I2	392291	33	1	0.6591	0.4929	
nsga10k2x	I2	391606	39	1	0.6489	0.5019	
nsga10k2x	I2	392726	35	3	0.6279	0.5133	
nsga10k2x	I2	391967	42	0	0.6643	0.4992	
nsga10k2x	I2	392363	30	2	0.6090	0.5075	
nsga10k2x	I2	391075	35	2	0.6226	0.5073	
nsga10k2x	I2	391618	41	2	0.7210	0.4973	
nsga10k2x	I2	392651	39	1	0.6598	0.5077	
nsga10k2x	I2	392248	32	3	0.5551	0.5193	
nsga10k2x	I2	391033	41	1	0.7103	0.4977	
nsga10k2x	I2	391244	33	0	0.6900	0.4790	
nsga10k2x	I2	390570	40	0	0.5968	0.4980	
nsga10k2x	I2	344736	36	2	0.7049	0.4879	
nsga10k2x	I2	258766	37	0	0.5906	0.4832	
nsga10k2x	I2	257826	36	3	0.6370	0.5122	
nsga10k2x	I2	259268	31	1	0.6210	0.4989	
nsga10k2x	I2	259103	40	2	0.6546	0.5000	
nsga10k2x	I2	258414	39	1	0.7100	0.4850	
nsga10k2x	I2	258061	42	0	0.7213	0.4919	
nsga10k2x	I2	258516	37	0	0.6578	0.4950	
nsga10k2x	I2	258340	48	2	0.6844	0.4994	
nsga10k2x	I2	257902	42	2	0.7443	0.4963	
nsga10k2x	I2	258149	35	0	0.6355	0.4830	
nsga10k2x	I2	258732	33	1	0.6805	0.5053	
nsga10k2x	I2	257409	38	2	0.6639	0.5102	
nsga10k2x	I3	250761	38	1	0.8049	0.4363	
nsga10k2x	I3	249985	36	2	0.5767	0.4541	
nsga10k2x	I3	250097	36	5	0.8308	0.5606	
nsga10k2x	I3	249026	44	0	0.7372	0.4340	
nsga10k2x	I3	248609	48	1	0.9756	0.4686	
nsga10k2x	I3	250022	56	1	0.6835	0.3996	
nsga10k2x	I3	250712	34	4	0.7646	0.5120	
nsga10k2x	I3	248960	45	1	0.7142	0.4367	
nsga10k2x	I3	248852	39	2	0.6203	0.5040	
nsga10k2x	I3	249386	37	0	0.8085	0.4338	
nsga10k2x	I3	250576	43	0	0.7404	0.4319	
nsga10k2x	I3	250191	39	0	0.6180	0.4389	
nsga10k2x	I3	248215	50	0	0.8241	0.4041	
nsga10k2x	I3	248822	45	0	0.6841	0.4642	
nsga10k2x	I3	247929	41	1	0.7590	0.4364	
nsga10k2x	I3	248726	39	0	0.6183	0.4163	
nsga10k2x	I3	247531	48	2	0.8598	0.4549	
nsga10k2x	I3	249812	35	3	0.5839	0.4826	
nsga10k2x	I3	249589	50	0	0.7035	0.4275	
nsga10k2x	I3	249790	41	0	0.6383	0.4222	
nsga10k2x	I3	249782	43	0	0.5880	0.4384	
nsga10k2x	I3	251746	34	4	0.7018	0.5107	
nsga10k2x	I3	248773	39	0	0.6147	0.4162	
nsga10k2x	I3	249900	47	2	0.7617	0.4406	
nsga10k2x	I3	248427	41	1	0.8011	0.4477	
nsga10k2x	I3	250630	38	3	0.7019	0.4326	
nsga10k2x	I3	250018	40	1	0.7890	0.4618	
nsga10k2x	I3	250146	46	0	1.0230	0.4319	
nsga10k2x	I3	250810	34	1	0.6202	0.4450	
nsga10k2x	I3	248754	46	0	0.6692	0.4321	
nsga10k2x	I3	249695	41	0	0.6782	0.4643	
nsga10k2x	I3	249434	45	0	0.6946	0.4200	
nsga10k2x	I3	248183	38	0	0.6686	0.4408	
nsga10k2x	I3	249084	50	0	0.7177	0.4187	
nsga10k2x	I3	250135	36	2	0.7061	0.4567	
nsga10k2x	I3	250482	48	0	0.7859	0.4126	
nsga10k2x	I3	248851	39	1	0.6753	0.4809	
nsga10k2x	I3	250628	38	2	0.9138	0.4696	
nsga10k2x	I3	249790	36	0	0.6766	0.4274	
nsga10k2x	I3	249947	36	3	0.6861	0.4781	
nsga10k2x	I3	249550	40	2	0.8310	0.4592	
nsga10k2x	I3	249622	42	5	0.8130	0.4877	
nsga10k2x	I3	249705	51	0	0.6265	0.4412	
nsga10k2x	I3	251745	35	3	0.6594	0.4635	
nsga10k2x	I3	248938	37	1	0.6512	0.4175	
nsga10k2x	I3	250585	44	1	0.7194	0.4779	
nsga10k2x	I3	247194	38	3	0.7487	0.4566	
nsga10k2x	I3	249012	53	1	0.7561	0.4595	
nsga10k2x	I3	248259	46	1	0.6652	0.4516	
nsga10k2x	I3	250270	44	0	0.6738	0.3941	
nsga10k2x	I4	94598	88	0	0.5319	0.4787	
nsga10k2x	I4	94754	81	4	0.6091	0.4981	
nsga10k2x	I4	94999	77	4	0.5492	0.4895	
nsga10k2x	I4	94659	77	1	0.5668	0.4716	
nsga10k2x	I4	95263	82	0	0.6698	0.4844	
nsga10k2x	I4	94797	74	1	0.6135	0.4804	
nsga10k2x	I4	94372	76	7	0.6648	0.4974	
nsga10k2x	I4	94780	68	1	0.5989	0.4866	
nsga10k2x	I4	94749	90	3	0.6379	0.4889	
nsga10k2x	I4	94593	74	2	0.7050	0.4862	
nsga10k2x	I4	94490	76	4	0.6013	0.4890	
nsga10k2x	I4	94475	83	2	0.6642	0.4899	
nsga10k2x	I4	94870	91	5	0.6744	0.4977	
nsga10k2x	I4	94725	73	0	0.6874	0.4807	
nsga10k2x	I4	94741	85	1	0.6053	0.4849	
nsga10k2x	I4	94749	72	11	0.5973	0.5101	
nsga10k2x	I4	94793	71	4	0.5577	0.4907	
nsga10k2x	I4	94899	75	0	0.5873	0.4882	
nsga10k2x	I4	94991	81	2	0.6224	0.4892	
nsga10k2x	I4	94492	70	1	0.6036	0.4879	
nsga10k2x	I4	94640	79	1	0.5934	0.4778	
nsga10k2x	I4	94895	76	1	0.6325	0.4833	
nsga10k2x	I4	94970	74	0	0.5725	0.4840	
nsga10k2x	I4	94773	71	5	0.6373	0.4951	
nsga10k2x	I4	94152	67	13	0.6268	0.5001	
nsga10k2x	I4	94559	77	3	0.6018	0.4925	
nsga10k2x	I4	94789	77	2	0.5896	0.4968	
nsga10k2x	I4	94794	72	1	0.6294	0.4810	
nsga10k2x	I4	94755	75	0	0.6231	0.4849	
nsga10k2x	I4	94417	84	1	0.6103	0.4774	
nsga10k2x	I4	94743	80	2	0.6807	0.4763	
nsga10k2x	I4	94571	68	3	0.5970	0.4957	
nsga10k2x	I4	94585	90	2	0.6063	0.4907	
nsga10k2x	I4	94836	99	1	0.5400	0.4836	
nsga10k2x	I4	95043	75	5	0.5962	0.4953	
nsga10k2x	I4	94240	76	2	0.5824	0.4810	
nsga10k2x	I4	94347	86	2	0.6896	0.4928	
nsga10k2x	I4	94917	76	2	0.6250	0.4903	
nsga10k2x	I4	94650	79	4	0.5929	0.5069	
nsga10k2x	I4	94647	95	1	0.6069	0.4855	
nsga10k2x	I4	94878	77	1	0.6758	0.4863	
nsga10k2x	I4	94147	81	5	0.6380	0.4937	
nsga10k2x	I4	94646	83	4	0.6465	0.4934	
nsga10k2x	I4	95075	76	1	0.5484	0.4893	
nsga10k2x	I4	94653	60	4	0.5293	0.5035	
nsga10k2x	I4	94127	81	0	0.5617	0.4775	
nsga10k2x	I4	94529	84	2	0.5753	0.4845	
nsga10k2x	I4	95212	81	6	0.6128	0.4918	
nsga10k2x	I4	94814	79	3	0.6420	0.4837	
nsga10k2x	I4	94774	72	1	0.5870	0.4810	
nsga10k2x	I5	41106	68	4	0.5821	0.4557	
nsga10k2x	I5	41116	59	10	0.5358	0.4698	
nsga10k2x	I5	41239	74	0	0.7288	0.4357	
nsga10k2x	I5	41149	61	1	0.6551	0.4191	
nsga10k2x	I5	41169	70	3	0.5762	0.4605	
nsga10k2x	I5	41244	61	2	0.5606	0.4478	
nsga10k2x	I5	41108	66	0	0.6319	0.4415	
nsga10k2x	I5	41352	63	0	0.5366	0.4423	
nsga10k2x	I5	41360	61	2	0.6376	0.4481	
nsga10k2x	I5	41224	65	3	0.6073	0.4470	
nsga10k2x	I5	41212	77	1	0.6388	0.4289	
nsga10k2x	I5	41201	63	2	0.6146	0.4509	
nsga10k2x	I5	41252	74	1	0.5571	0.4537	
nsga10k2x	I5	41020	65	4	0.6382	0.4445	
nsga10k2x	I5	41105	59	1	0.6048	0.4438	
nsga10k2x	I5	41236	58	4	0.5960	0.4467	
nsga10k2x	I5	41179	69	1	0.6894	0.4546	
nsga10k2x	I5	41230	62	1	0.5871	0.4373	
nsga10k2x	I5	41256	67	0	0.6556	0.4265	
nsga10k2x	I5	41051	82	0	0.6509	0.4368	
nsga10k2x	I5	41007	67	1	0.6045	0.4418	
nsga10k2x	I5	41004	66	3	0.7291	0.4433	
nsga10k2x	I5	41194	57	6	0.5267	0.4640	
nsga10k2x	I5	41169	69	7	0.6863	0.4621	
nsga10k2x	I5	41153	64	3	0.6055	0.4530	
nsga10k2x	I5	41133	75	4	0.6034	0.4557	
nsga10k2x	I5	41372	68	5	0.6621	0.4429	
nsga10k2x	I5	41217	79	3	0.5192	0.4526	
nsga10k2x	I5	41289	71	1	0.5724	0.4470	
nsga10k2x	I5	41251	63	0	0.5298	0.4425	
nsga10k2x	I5	41168	74	4	0.5994	0.4597	
nsga10k2x	I5	41300	68	1	0.6352	0.4342	
nsga10k2x	I5	41130	73	0	0.6374	0.4346	
nsga10k2x	I5	41227	72	4	0.5402	0.4580	
nsga10k2x	I5	41195	58	2	0.5699	0.4476	
nsga10k2x	I5	41149	73	1	0.6140	0.4358	
nsga10k2x	I5	41366	63	3	0.6363	0.4482	
nsga10k2x	I5	41509	68	2	0.5892	0.4390	
nsga10k2x	I5	41154	65	2	0.6662	0.4505	
nsga10k2x	I5	41139	69	5	0.5189	0.4588	
nsga10k2x	I5	41114	69	1	0.6054	0.4535	
nsga10k2x	I5	41114	73	3	0.5461	0.4552	
nsga10k2x	I5	41217	68	3	0.5778	0.4417	
nsga10k2x	I5	41222	78	1	0.6271	0.4300	
nsga10k2x	I5	41026	67	5	0.7513	0.4320	
nsga10k2x	I5	41166	75	0	0.6701	0.4217	
nsga10k2x	I5	41119	73	0	0.6382	0.4439	
nsga10k2x	I5	41269	64	0	0.6768	0.4324	
nsga10k2x	I5	41311	62	1	0.5199	0.4460	
nsga10k2x	I5	41117	68	2	0.6778	0.4402	


nsga20k2x	I0	251787	61	0	0.6669	0.4559	
nsga20k2x	I0	247062	57	0	0.6101	0.4608	
nsga20k2x	I0	247732	46	7	0.6530	0.5258	
nsga20k2x	I0	243767	54	3	0.7369	0.4983	
nsga20k2x	I0	240881	63	1	0.6941	0.4879	
nsga20k2x	I0	242060	58	3	0.7090	0.4921	
nsga20k2x	I0	240579	58	3	0.6215	0.4959	
nsga20k2x	I0	239621	50	3	0.6597	0.4796	
nsga20k2x	I0	242471	60	1	0.7231	0.4780	
nsga20k2x	I0	242442	57	0	0.6181	0.4641	
nsga20k2x	I0	241695	55	4	0.6718	0.4992	
nsga20k2x	I0	241487	62	1	0.6705	0.4616	
nsga20k2x	I0	244475	62	1	0.6807	0.4803	
nsga20k2x	I0	249296	54	2	0.6369	0.4798	
nsga20k2x	I0	246963	57	0	0.7055	0.4871	
nsga20k2x	I0	246594	59	2	0.6571	0.4809	
nsga20k2x	I0	247429	57	2	0.6484	0.5003	
nsga20k2x	I0	246458	62	0	0.6669	0.4775	
nsga20k2x	I0	245627	52	1	0.6006	0.4755	
nsga20k2x	I0	246617	63	1	0.5633	0.4518	
nsga20k2x	I0	248133	63	1	0.6461	0.4687	
nsga20k2x	I0	247258	56	2	0.7023	0.4787	
nsga20k2x	I0	247026	56	5	0.5846	0.4982	
nsga20k2x	I0	247422	61	0	0.7548	0.4849	
nsga20k2x	I0	246757	55	3	0.7984	0.4744	
nsga20k2x	I0	243970	66	3	0.6998	0.4474	
nsga20k2x	I0	243608	61	2	0.7112	0.4809	
nsga20k2x	I0	243915	55	2	0.8263	0.4915	
nsga20k2x	I0	242691	60	3	0.6907	0.4908	
nsga20k2x	I0	243263	58	2	0.7226	0.4996	
nsga20k2x	I0	243327	53	1	0.5891	0.4776	
nsga20k2x	I0	243996	66	1	0.7276	0.4433	
nsga20k2x	I0	243718	70	1	0.7876	0.4697	
nsga20k2x	I0	243998	60	0	0.6230	0.4709	
nsga20k2x	I0	242890	62	0	0.6381	0.4788	
nsga20k2x	I0	243644	52	1	0.6125	0.4804	
nsga20k2x	I0	242665	65	1	0.6705	0.4703	
nsga20k2x	I0	244078	46	3	0.6363	0.4806	
nsga20k2x	I0	243512	57	3	0.5784	0.5158	
nsga20k2x	I0	242644	55	1	0.6079	0.4808	
nsga20k2x	I0	244737	64	4	0.5506	0.4923	
nsga20k2x	I0	243988	50	3	0.6682	0.4883	
nsga20k2x	I0	243486	54	0	0.5926	0.4747	
nsga20k2x	I0	244246	62	1	0.6430	0.4749	
nsga20k2x	I0	243859	47	2	0.6306	0.4812	
nsga20k2x	I0	242484	59	1	0.7873	0.4859	
nsga20k2x	I0	244200	63	2	0.6857	0.4866	
nsga20k2x	I0	244002	56	1	0.6717	0.4693	
nsga20k2x	I0	241878	54	3	0.6467	0.4697	
nsga20k2x	I0	242966	61	3	0.6568	0.4819	
nsga20k2x	I1	1419509	79	0	0.6311	0.4709	
nsga20k2x	I1	1412926	87	3	0.6683	0.4789	
nsga20k2x	I1	1417632	76	1	0.5674	0.4730	
nsga20k2x	I1	1414792	81	7	0.6163	0.4986	
nsga20k2x	I1	1415587	75	1	0.6287	0.4831	
nsga20k2x	I1	1421513	79	2	0.5663	0.4854	
nsga20k2x	I1	1429156	72	1	0.6536	0.4842	
nsga20k2x	I1	1425211	80	2	0.5781	0.4884	
nsga20k2x	I1	1428867	89	4	0.6615	0.4857	
nsga20k2x	I1	1424427	77	4	0.6348	0.4802	
nsga20k2x	I1	1426144	65	1	0.4931	0.4797	
nsga20k2x	I1	1423923	72	0	0.5895	0.4767	
nsga20k2x	I1	1429781	70	5	0.5888	0.4921	
nsga20k2x	I1	1511133	73	0	0.6328	0.4722	
nsga20k2x	I1	1432177	71	2	0.5808	0.4849	
nsga20k2x	I1	1427964	89	1	0.5431	0.4849	
nsga20k2x	I1	1426943	83	6	0.6302	0.4759	
nsga20k2x	I1	1428633	75	3	0.6493	0.4826	
nsga20k2x	I1	1501546	77	1	0.6295	0.4804	
nsga20k2x	I1	1448872	77	1	0.5924	0.4869	
nsga20k2x	I1	1423824	71	6	0.5819	0.5018	
nsga20k2x	I1	1414278	78	2	0.6047	0.4816	
nsga20k2x	I1	1421092	78	7	0.6247	0.4901	
nsga20k2x	I1	1438716	84	0	0.5146	0.4708	
nsga20k2x	I1	1637268	77	9	0.6018	0.4822	
nsga20k2x	I1	1518895	88	0	0.5822	0.4728	
nsga20k2x	I1	1420962	77	2	0.6055	0.4851	
nsga20k2x	I1	1414515	71	1	0.5757	0.4721	
nsga20k2x	I1	1418999	70	3	0.6045	0.4852	
nsga20k2x	I1	1420320	87	1	0.6804	0.4793	
nsga20k2x	I1	1416654	80	4	0.6401	0.4922	
nsga20k2x	I1	1419390	68	5	0.6491	0.4916	
nsga20k2x	I1	1416541	85	7	0.5636	0.4903	
nsga20k2x	I1	1758747	61	5	0.6815	0.4934	
nsga20k2x	I1	1455929	73	4	0.6655	0.4869	
nsga20k2x	I1	1427392	62	5	0.6273	0.4905	
nsga20k2x	I1	1424259	86	3	0.6751	0.4861	
nsga20k2x	I1	1430250	87	0	0.6442	0.4719	
nsga20k2x	I1	1427682	84	1	0.6220	0.4821	
nsga20k2x	I1	1629520	66	4	0.6725	0.4856	
nsga20k2x	I1	1632374	74	1	0.5709	0.4748	
nsga20k2x	I1	1263607	78	0	0.6162	0.4789	
nsga20k2x	I1	1028815	77	1	0.5956	0.4803	
nsga20k2x	I1	1054822	77	2	0.6054	0.4747	
nsga20k2x	I1	1220942	77	2	0.6587	0.4822	
nsga20k2x	I1	1150095	76	1	0.6435	0.4863	
nsga20k2x	I1	1012392	78	0	0.6109	0.4787	
nsga20k2x	I1	1006338	76	4	0.6628	0.4901	
nsga20k2x	I1	915814	78	2	0.6571	0.4767	
nsga20k2x	I1	912246	79	2	0.6883	0.4857	
nsga20k2x	I2	1093366	39	1	0.6939	0.4312	
nsga20k2x	I2	1387690	51	1	0.6647	0.4083	
nsga20k2x	I2	1391406	50	0	0.7582	0.4232	
nsga20k2x	I2	1392136	50	5	0.5087	0.4134	
nsga20k2x	I2	1084850	46	3	0.6965	0.4287	
nsga20k2x	I2	1038461	39	1	0.7630	0.4314	
nsga20k2x	I2	1034849	41	1	0.6924	0.4327	
nsga20k2x	I2	1037320	40	0	0.6581	0.4183	
nsga20k2x	I2	1032260	45	1	0.6829	0.4194	
nsga20k2x	I2	1036036	49	1	0.6190	0.4117	
nsga20k2x	I2	1032620	44	1	0.6092	0.4394	
nsga20k2x	I2	1035399	45	3	0.6639	0.4296	
nsga20k2x	I2	1032086	47	2	0.6596	0.4437	
nsga20k2x	I2	1034527	38	2	0.6947	0.4243	
nsga20k2x	I2	1033693	45	0	0.5953	0.4175	
nsga20k2x	I2	1032916	51	1	0.6338	0.4081	
nsga20k2x	I2	1032617	45	2	0.7103	0.4399	
nsga20k2x	I2	1034151	52	0	0.6229	0.4261	
nsga20k2x	I2	1034287	49	0	0.8277	0.4296	
nsga20k2x	I2	1032568	50	1	0.6506	0.4143	
nsga20k2x	I2	1034768	38	4	0.7253	0.4509	
nsga20k2x	I2	1033956	32	0	0.5442	0.4141	
nsga20k2x	I2	1035582	35	4	0.6589	0.4527	
nsga20k2x	I2	1035349	48	0	0.6566	0.4021	
nsga20k2x	I2	1036357	39	3	0.7777	0.4442	
nsga20k2x	I2	1035031	43	0	0.7176	0.4381	
nsga20k2x	I2	1035304	47	0	0.6270	0.4297	
nsga20k2x	I2	1034812	52	2	0.6445	0.4334	
nsga20k2x	I2	1050569	46	1	0.6980	0.4179	
nsga20k2x	I2	1050710	40	0	0.5831	0.4037	
nsga20k2x	I2	1050196	42	2	0.6261	0.4124	
nsga20k2x	I2	1048953	40	5	0.7094	0.4400	
nsga20k2x	I2	1052037	51	1	0.6648	0.4312	
nsga20k2x	I2	1048223	49	0	0.6270	0.4195	
nsga20k2x	I2	1051135	51	0	0.6125	0.4283	
nsga20k2x	I2	1052764	46	1	0.6432	0.4237	
nsga20k2x	I2	1041377	40	4	0.6004	0.4357	
nsga20k2x	I2	765282	36	1	0.6686	0.4415	
nsga20k2x	I2	766120	47	2	0.6861	0.4248	
nsga20k2x	I2	765534	50	0	0.7379	0.4292	
nsga20k2x	I2	766046	42	0	0.5897	0.4292	
nsga20k2x	I2	600325	40	4	0.6168	0.4196	
nsga20k2x	I2	501280	51	1	0.6138	0.4319	
nsga20k2x	I2	502542	50	3	0.7939	0.4484	
nsga20k2x	I2	502518	51	2	0.7049	0.4288	
nsga20k2x	I2	503706	45	2	0.6339	0.4220	
nsga20k2x	I2	502370	40	2	0.6761	0.4582	
nsga20k2x	I2	502490	42	2	0.6584	0.4452	
nsga20k2x	I2	503236	42	1	0.7229	0.4335	
nsga20k2x	I2	502984	46	1	0.6615	0.4280	
nsga20k2x	I3	673552	48	0	0.7046	0.5340	
nsga20k2x	I3	787729	54	5	0.7011	0.5640	
nsga20k2x	I3	777199	46	5	0.6972	0.5698	
nsga20k2x	I3	788177	47	1	0.8501	0.5633	
nsga20k2x	I3	781459	59	0	0.6793	0.5449	
nsga20k2x	I3	784623	57	3	0.7320	0.5604	
nsga20k2x	I3	720825	41	1	0.7302	0.5236	
nsga20k2x	I3	779426	57	1	0.7824	0.5146	
nsga20k2x	I3	782749	48	2	0.7615	0.5702	
nsga20k2x	I3	775948	54	2	0.8361	0.5386	
nsga20k2x	I3	773632	54	1	0.7524	0.5400	
nsga20k2x	I3	782565	46	3	0.7468	0.5543	
nsga20k2x	I3	777826	54	1	0.7231	0.5397	
nsga20k2x	I3	779323	57	2	0.6909	0.5680	
nsga20k2x	I3	781272	62	2	0.7522	0.5514	
nsga20k2x	I3	785063	53	3	0.7445	0.5490	
nsga20k2x	I3	531279	55	6	0.7127	0.5696	
nsga20k2x	I3	510722	55	0	0.6550	0.5456	
nsga20k2x	I3	489624	53	1	0.8026	0.5526	
nsga20k2x	I3	488712	60	1	0.5743	0.5035	
nsga20k2x	I3	490518	47	1	0.7415	0.5473	
nsga20k2x	I3	489064	50	3	0.6894	0.5642	
nsga20k2x	I3	489640	62	0	0.6259	0.5191	
nsga20k2x	I3	491494	63	0	0.7956	0.4944	
nsga20k2x	I3	489584	56	3	0.7186	0.5549	
nsga20k2x	I3	713658	47	2	0.6989	0.5394	
nsga20k2x	I3	791233	55	2	0.7013	0.5314	
nsga20k2x	I3	786000	49	0	0.6716	0.5206	
nsga20k2x	I3	786580	69	3	0.7639	0.5219	
nsga20k2x	I3	787550	56	0	0.7164	0.5465	
nsga20k2x	I3	789531	46	4	0.7686	0.5573	
nsga20k2x	I3	788460	55	3	0.8544	0.5406	
nsga20k2x	I3	790540	49	4	0.7117	0.5366	
nsga20k2x	I3	788828	52	0	0.7418	0.5375	
nsga20k2x	I3	791021	50	1	0.6574	0.5609	
nsga20k2x	I3	792823	52	0	0.7331	0.5298	
nsga20k2x	I3	561799	63	0	0.6475	0.5304	
nsga20k2x	I3	508209	47	5	0.9771	0.5690	
nsga20k2x	I3	489975	53	1	0.6463	0.5414	
nsga20k2x	I3	672082	49	4	0.7804	0.5676	
nsga20k2x	I3	707409	54	2	0.6985	0.5558	
nsga20k2x	I3	705627	60	5	0.7404	0.5676	
nsga20k2x	I3	712399	58	1	0.6003	0.5257	
nsga20k2x	I3	708100	48	1	0.6925	0.5552	
nsga20k2x	I3	707873	62	5	0.7757	0.5749	
nsga20k2x	I3	846091	39	6	0.6229	0.5853	
nsga20k2x	I3	1945324	57	1	0.8935	0.5467	
nsga20k2x	I3	1959293	50	2	0.6628	0.5687	
nsga20k2x	I3	1922696	54	3	0.7390	0.5489	
nsga20k2x	I3	1908983	40	2	0.6789	0.5601	
nsga20k2x	I4	737334	113	2	0.6123	0.4675	
nsga20k2x	I4	747162	106	1	0.6035	0.4610	
nsga20k2x	I4	748042	90	3	0.6810	0.4719	
nsga20k2x	I4	750631	84	8	0.5956	0.4856	
nsga20k2x	I4	695869	93	3	0.6535	0.4665	
nsga20k2x	I4	678148	99	1	0.6076	0.4693	
nsga20k2x	I4	734177	103	3	0.6692	0.4687	
nsga20k2x	I4	616393	101	1	0.6488	0.4723	
nsga20k2x	I4	599123	94	1	0.5644	0.4697	
nsga20k2x	I4	590894	87	2	0.6367	0.4682	
nsga20k2x	I4	585873	95	1	0.6377	0.4672	
nsga20k2x	I4	594652	105	2	0.6489	0.4719	
nsga20k2x	I4	594487	92	0	0.6599	0.4664	
nsga20k2x	I4	589974	102	2	0.6328	0.4682	
nsga20k2x	I4	590387	92	6	0.5970	0.4710	
nsga20k2x	I4	592353	80	4	0.6163	0.4741	
nsga20k2x	I4	589394	86	1	0.6342	0.4696	
nsga20k2x	I4	591967	81	1	0.6384	0.4624	
nsga20k2x	I4	591086	87	3	0.6646	0.4772	
nsga20k2x	I4	588093	88	5	0.6097	0.4800	
nsga20k2x	I4	593555	91	4	0.6326	0.4738	
nsga20k2x	I4	591111	88	4	0.5709	0.4814	
nsga20k2x	I4	590882	101	3	0.6091	0.4761	
nsga20k2x	I4	591889	85	2	0.5810	0.4699	
nsga20k2x	I4	586081	89	0	0.5964	0.4669	
nsga20k2x	I4	586787	95	3	0.5990	0.4718	
nsga20k2x	I4	584829	81	3	0.5171	0.4780	
nsga20k2x	I4	588751	93	3	0.5792	0.4812	
nsga20k2x	I4	587512	92	8	0.5983	0.4701	
nsga20k2x	I4	584469	108	3	0.6494	0.4675	
nsga20k2x	I4	584807	92	1	0.6442	0.4648	
nsga20k2x	I4	586286	90	2	0.5932	0.4689	
nsga20k2x	I4	585324	80	2	0.6660	0.4697	
nsga20k2x	I4	588189	110	1	0.5680	0.4712	
nsga20k2x	I4	585526	101	5	0.6062	0.4751	
nsga20k2x	I4	586164	82	6	0.6549	0.4738	
nsga20k2x	I4	583013	100	17	0.5738	0.4719	
nsga20k2x	I4	587360	98	0	0.6320	0.4733	
nsga20k2x	I4	588129	84	8	0.5445	0.4844	
nsga20k2x	I4	586557	104	1	0.6014	0.4633	
nsga20k2x	I4	589412	83	5	0.6675	0.4779	
nsga20k2x	I4	587885	82	2	0.5996	0.4704	
nsga20k2x	I4	586331	91	0	0.6796	0.4682	
